Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67,Country Name
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.92622624426336,5.80533590173178,5.68024584202751,5.55647560588696,5.44549457260495,5.34907634670048,5.26473146082811,5.19421396544982,5.13570206832412,5.08547768052903,5.04378741800027,5.0077462910038,4.97315306216307,4.945616295791,4.93233645285771,4.92360357863423,4.8160210082111,4.73644199696525,4.73392483834134,4.7023022651894,4.6351151364071,4.53835232434225,4.36715679209285,4.1964724385221,4.10700546662966,4.05544278298598,4.03647449123877,4.03905132914984,4.05763711267743,4.10740087510942,4.18151267238677,4.2680625319426,4.367269614126,4.47421065772947,4.58356223432054,4.69167651604691,4.79787657808417,4.90326290571473,5.00590542536951,5.10478774217533,5.20157652497013,5.29679668276679,5.39506452699618,5.49516266788314,5.58868452647358,5.67416487177756,5.75694492924532,5.839862624979,5.92564304907119,6.01736834254856,6.11602807518596,6.22579747124735,6.35094757728711,6.49930712222357,6.66975065514833,7.03080565146772,7.57166176982001,8.09083567766035,8.56621226015357,8.99203402891416,9.3500733322638,0.0,0.0,0.0,Economic LBN
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0528105010476,26.5240047245189,27.2728555105726,27.7859862476558,28.20889770635,28.6179024907564,29.01647673659,29.1153025221065,29.3624405751451,29.4336713169724,29.5160329521845,29.4583787713559,29.3956203531598,29.3644466990362,29.5724033579212,30.2144736648684,30.8758224294901,31.5545417710881,32.3254214994619,33.109003469172,33.9054202391195,34.7123073057539,35.5332341635124,36.3657713195362,37.2099827379385,38.0652205561217,38.9315627305472,39.8096771411322,40.6979900287139,41.5957975438347,41.2473071617873,41.9980630712427,42.8443489163532,0.0,Economic LBN
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3333333333333,18.6666666666667,19.0930787589499,15.7894736842105,15.7600308641975,13.5769740579436,11.4572864321608,10.5813270698767,7.72409721538916,3.32099629888967,4.64082687338501,3.30324372582085,5.82874828060523,10.8320750218549,9.0702947845805,8.47718615771132,6.02409638554217,4.86082260074782,2.80219367440463,4.5167380727616,5.33986761710794,4.9190345249007,6.79212194792931,7.25681935151827,1.07508912655971,2.60382691889541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Economic LBN
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.34,8.53,8.04,5.44,5.34,4.4,5.01,4.38,5.46,4.25,4.91,4.67,5.99,7.39,6.58,6.97,7.04,7.94,5.4,4.31,5.7,6.18,5.56,5.92,4.24,4.17,3.96,3.97,4.75,5.13,6.71,0.0,0.0,0.0,Economic LBN
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Economic LBN
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33315862271973,3.78481189449697,5.68480575199232,3.32429604819453,3.53143378516576,3.28388859816853,4.68543006178364,3.57778059023778,3.5904219656525,3.56011499387597,2.4292121261604,2.28433624509826,2.11177631259154,1.7511823021369,2.12584941378418,3.04312276251476,3.30788524132312,3.04370479758227,3.60421413549829,2.57577039857689,2.71456440449256,2.49771356907693,3.21125270722437,3.82579861337558,2.81052577429437,2.63974944711192,2.46213272232151,3.62476770392628,4.03131380949928,4.48140727077732,3.06128874126818,3.24777100727232,4.02416844233854,4.43100890257114,5.01788939684624,5.55388353785372,6.40254303271671,5.54394165788792,2.95594952143194,3.40123028801603,4.55412005036819,0.0,0.0,0.0,Governance LSO
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8481,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LSO
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775710020639279,0.791305208118681,0.808713661019302,0.818996562144984,0.829093048305229,0.834867655354306,0.840929712986254,0.848990078470875,0.858967818420166,0.864989873350439,0.874348929016376,0.885633364391517,0.901511563758114,0.915741358634842,0.942840276742434,0.96160459264174,0.972794139964994,0.987816775188874,1.00620847773499,1.0460543637693,1.0672615013148,1.41592607660586,1.42092491524384,1.06391750191303,1.12111154701939,1.01212119209581,0.991756970565407,1.10673601100517,1.03575177080068,1.03342675704115,1.02564216316934,0.0,0.0,0.0,Governance LSO
"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LSO
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.95,13.59,13.61,12.0,12.05,11.9,11.62,11.4,11.05,11.61,11.07,11.95,11.13,9.32,9.15,8.28,7.81,8.38,8.08,7.92,8.06,10.46,0.0,0.0,Governance LSO
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1030652004851,16.6883784155548,9.6115905664768,9.57919600295443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LSO
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LSO
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0,1.86479516562802,15.3318143272577,10.6150699948947,8.25111812361273,2.15410556841213,-0.405521387842569,10.9120615168729,-0.367120038553665,1.54753669100747,2.17707116855644,5.1137177133657,-0.202708346657957,26.4048810613474,10.9800889506,-13.5134975581479,11.0491291615662,21.8090349657512,18.3168748897198,2.89391877842758,-2.74477923997561,0.694638144042869,4.45720388957045,1.98616535338971,5.53489782618155,2.61024933024888,4.68485603687716,0.729728219776774,8.60191907850825,5.79524440769239,6.04547332943449,6.96660711388259,6.95636495692059,3.50976647766818,5.97987312755176,3.29093854641435,5.59703575933248,3.70360359587892,1.5376556395093,0.476025102065122,3.8755468142558,3.56158219085148,0.723835961487325,4.55977681130346,1.69237420642219,3.46612248144243,4.23009485409366,4.18791441799631,5.52202820126872,-1.25551462572604,5.26628065286225,4.61425223766247,6.33482170116899,1.79253144466578,1.7105440042256,3.12755772382955,3.60540004794542,-3.13817492339221,-1.48063361037254,-0.76422598134711,-5.61940242631856,1.55767983330564,0.591917768214742,0.0,Governance LSO
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LSO
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.308,75.194,75.075,74.93,74.784,74.614,74.507,74.387,74.252,74.108,73.635,73.155,72.667,72.17,71.664,71.148,70.618,70.079,69.533,68.983,68.433,67.883,67.335,66.793,66.726,66.642,66.607,66.529,66.457,66.398,65.78,65.74,0.0,0.0,Governance LSO
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2544326782227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.8002014160156,0.0,0.0,0.0,0.0,76.6352005004883,0.0,0.0,0.0,0.0,0.0,0.0,81.0199966430664,0.0,0.0,Governance LSO
Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.548196531178207,0.543354169889298,0.589414660262243,0.566579774465679,0.544511283641833,0.517372121821291,0.499818812663099,0.521770466987634,0.452741998923269,0.614049228203383,0.587458449037591,0.581624320508454,0.528830633671317,0.547633360260508,0.527682434229348,0.578836307741789,0.553944388854602,0.566443103357004,0.547203654711195,0.548790486514574,0.53886334524288,0.545873711093564,0.542698267110134,0.504925404749127,0.492546722526563,0.48070548840441,0.466792526792644,0.501758110251601,0.450581565565689,0.40880009857564,0.443116300519054,0.0,0.0,0.0,Governance LSO
Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32543566887549,0.313031635263888,0.336779896981825,0.328101095849434,0.317770257327118,0.296226577094317,0.29721140832838,0.309511689012202,0.267053319863278,0.365355132248176,0.348816210604264,0.341155935589028,0.302593208425989,0.313278355569159,0.298107620994226,0.333364437773588,0.328304113254889,0.337776451815384,0.308413041211741,0.311373856554625,0.304983601508246,0.308817149626756,0.303180262206298,0.279908271169017,0.271983865825523,0.267601669749792,0.255299246876679,0.279495764107625,0.247290902663628,0.216922552075705,0.238615459828757,0.0,0.0,0.0,Governance LSO
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.47218766179026,4.39975292254516,4.33991647561238,4.28907324156895,4.24537094476301,4.20596138543709,4.16927129970344,4.12374050927009,4.06797535132753,4.01266715861481,3.95810769417913,3.9043136056097,3.8529330813075,3.80678063262599,3.76503038620212,3.73147889292703,3.71291669535133,3.70991977194683,3.71785120707626,3.73152781780335,3.74955822465808,3.77343565684433,3.80160158667132,3.82949832421875,3.85516253757309,3.87846331130694,3.89898017403375,3.92324268263899,3.95274243496548,3.9812313057926,4.00903948144438,4.03698368333152,4.06597876682735,4.09755510273787,4.13358441822173,4.1724521522782,4.21201500180937,4.25737175985645,4.31042601399348,4.36654409718374,4.4204780274488,4.46687702209532,4.50180184712797,4.52464338218692,4.534765063081,4.52566065750188,4.48340230071126,4.42205937589017,4.35079762618148,4.27729076050845,4.21960828516863,4.17527021585615,4.14735744759135,4.14421642686126,4.17159350290002,4.17888332919129,4.15869044420562,4.15303574974304,4.16213796344614,4.18710685148031,4.21094893749168,0.0,0.0,0.0,Governance LSO
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.3194254694055,80.801933775478,81.3067571526218,81.8619090273262,82.47701326751,83.1511749217547,83.6369080293428,84.1562934827573,84.7083280836588,85.2969864332493,84.7911260367374,84.2772277227723,83.7527106617222,83.219910808651,82.6775425648993,82.1266909469303,81.5665673514192,80.9980302035456,80.4204941400063,79.8360460026264,79.2428929542909,78.641518539371,78.0316202337148,77.4159008972378,77.852787456446,78.3721311923845,78.6072652501714,78.9341253145238,79.2923161815423,79.6346779215388,79.6345194685444,80.0305411955897,80.1760391198044,0.0,Governance LSO
Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LSO
Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.03,51.95,51.36,50.99,50.81,50.78,50.79,50.6,50.62,56.88,56.7,56.5,56.16,55.94,55.41,55.31,55.46,55.33,54.99,53.98,52.98,42.21,40.53,45.58,42.39,44.94,43.55,39.62,40.22,39.47,41.42,32.29,0.0,0.0,Governance LSO
Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.9804127091904,0.0,0.0,0.0,23.3,23.2786721809424,0.0,0.0,0.0,18.4,0.0,0.0,0.0,16.00816868,0.0,0.0,0.0,0.0,0.0,Governance LSO
Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1807399177868,20.8499399576726,29.0287966199938,42.9576615593882,24.2857240115475,23.7772264468653,20.4212775060891,24.2605932147141,23.88068219092,23.9517168701067,20.0548960929414,18.9325648810447,20.4030651368785,18.8578951665252,21.0687662894465,21.134966752582,21.3778410076686,22.0429218478549,15.003689935292,15.9354331037378,17.652400981915,0.0,0.0,0.0,Governance LBR
"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.4,0.0,0.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LBR
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.205373414230058,0.193127499695756,0.196028891770834,0.197287472494703,0.197075284279394,0.19708395451503,0.19778072801486,0.190803927327655,0.185833032739927,0.143301372205253,0.147073248909238,0.150343031773033,0.144991225573817,0.154314523042954,0.178920570949643,0.204450393378722,0.198862822419537,0.176470102457099,0.142752677339466,0.136704475673395,0.181534325251321,0.202858065364792,0.217960911781409,0.204460357783604,0.266650558326574,0.270535774876424,0.297038076350742,0.264435600737267,0.230417244192579,0.229916460209228,0.231838923937177,0.0,0.0,0.0,Governance LBR
"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LBR
Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.73,9.86,9.92,14.89,15.22,15.33,14.71,13.74,13.05,12.69,13.09,12.67,12.29,11.41,11.48,11.17,11.8,12.64,11.93,13.76,14.02,13.21,0.0,0.0,Governance LBR
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LBR
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LBR
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92027476569781,3.76301761700071,-30.145132727942,2.61984689477413,5.28121245309295,8.04390997190059,9.53527536282282,7.14569112811476,5.30054050291531,6.09982524004147,8.20076822497064,7.99381444555367,8.68728781639683,0.701393100287518,-0.0185649695590939,-1.5549586174878,2.45515592012239,1.15757512207355,-2.46729763532686,-2.98249127649473,4.98671283481617,4.80811346098886,0.0,Governance LBR
GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Governance LBR
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.56,78.473,78.262,78.042,77.882,77.837,77.813,77.998,78.049,78.077,78.107,78.155,78.194,78.06,78.078,78.12,78.178,78.234,78.275,78.294,78.292,78.29,78.273,78.251,78.173,78.078,77.982,77.895,77.794,77.673,76.905,77.172,0.0,0.0,Governance LBR
"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1067695617676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9410781860352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.3013610839844,0.0,0.0,0.0,0.0,0.0,0.0,Governance LBR
Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0983209716476802,0.0995836308731892,0.0953738898367262,0.0823178808226481,0.0803906045460235,0.0806338415120831,0.0767012453912628,0.0798691549532161,0.0761340750159895,0.0715980285639215,0.0686718264286287,0.0659438012132888,0.0638305073614675,0.0674347827496221,0.0665147731891046,0.0623782613940223,0.0651603676798932,0.0666921219244978,0.0673904479705657,0.0981642924857096,0.0735121832179258,0.0720233014840415,0.0707370968710033,0.0676972007626296,0.073873485362431,0.0862011721193349,0.0717358379990893,0.0672010121270533,0.0660442380247356,0.0726414755493613,0.066607036856787,0.0,0.0,0.0,Governance LBR
Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768925113509291,0.0800568502234901,0.0759242482556491,0.0683619788528632,0.067343092737712,0.0671489398447178,0.0613102779262475,0.0617091297780389,0.0583319077880468,0.0552472295835136,0.0548180638182054,0.0526239586295901,0.0505892699435633,0.0540929202349431,0.0530410812417312,0.0495775711366744,0.0535257945758476,0.0554111843952499,0.0564218178291265,0.0876555067187085,0.062143092113446,0.061974185810124,0.0618521977311658,0.0589920590660746,0.0647824292084919,0.0763825505509256,0.0585137431293915,0.0570518034428748,0.0560392384245809,0.063637443285635,0.0580436497952663,0.0,0.0,0.0,Governance LBR
Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.90600214946712,2.90355101632655,2.90037978870851,2.90735882571817,2.9224484593062,2.93331355056317,2.94206306828295,2.94963218666642,2.95602044690265,2.96206760882235,2.96895215000921,2.97844116303446,2.9886858815246,2.99779427142403,3.00777908887936,2.96219414255227,2.86988832873674,2.79001318935892,2.72074509785615,2.66423504578483,2.62414933683337,2.60575768084475,2.61173738555213,2.56534562137695,2.53482439929464,2.57830933148668,2.62114785806597,2.66589503083101,2.70984764549181,2.75115648428777,2.77893616438747,2.81121091275402,2.85205460031555,2.88924663952357,2.91975216421062,2.95476334727705,2.99396565238174,3.04017538706835,3.08863455912902,3.13697354917639,3.185556627052,3.23470388947591,3.2830986216916,3.32796626444713,3.37246771081586,3.41517574222718,3.45103616169141,3.48153136729695,3.50694887202645,3.52896769593237,3.54622040639251,3.54233925383438,3.52845467081881,3.51523638776346,3.48166946128666,3.44746656190398,3.43033691928397,3.41691908341501,3.40544456354585,3.39556041786143,3.37516752793,0.0,0.0,0.0,Governance LBR
